title,description,genre
imi stoglin: rise of the phoenix," The story follows Imi Stoglin and Blaze as they adventure through a magical love story, full of farriers, Werewolves, Shape Shifters, Vampires and Witches. Imi is a young girl that wakes up one day not knowing where-and more importantly, who-she is, at least not until after she was surveying her father's library and uncovers the ancient book and a collection of yellowing letters. Imi (Imara Stoglin) is a Dhampiretwich (human vampire witch) that can see the future, change things with her mind, posse's magical powers and controls the elements. Imi is not aware that she in reality is a Dhampiretwich all she knows for sure is that her family is strange and getting stranger by the seconds.",fantasy
obhishopto nighty," A cursed nightie which changes hands in a logical manner, not magically. The original owner of the nightie had experienced unfulfilled love, which ultimately led to a curse on it. A wannabe actress comes to Kolkata from a village in pursue of her career. She can cross all limits in order to become successful.She uses that nightie for seducing producers and she doesn't regret in what she is doing. The events that take place later form the climax of the story.",fantasy
small medium at large," At four feet tall, Anne Morse is a medium with extraordinary powers that reach beyond the grave. By using an ancient Chinese meditation ritual known as Chi Gong, Morse speaks with spirit guides by moving and receiving energy like a transmitter. In Small Medium at Large, Morse seeks out the answers to questions the dead have left behind. From celebrities to politicians- famous and infamous - each week Anne will travel to grave sites, homes and favorite haunts of famous people who have died inviting the dearly departed to tell their stories and secrets - to go on the record using their own words one last time. Along the way personal stories and unexpected twists and turns will introduce us to family members, friends and strangers who may have never realized their personal connections with the dead.",fantasy
tigers curse," Kelsey Hayes is a teen from Oregon who finds a job at a local circus. Little did she know the white tiger residing there is really a 300 year old Prince. And she never expected that summer she would travel half way around the world, meet the tiger Ren's dashing brother Kishan, fall in love, face great danger in a mystical world and meet the godless Durga.",fantasy
the sandman," A wizard attempting to capture Death to bargain for eternal life traps her younger brother Dream instead. Fearful for his safety, the wizard kept him imprisoned in a glass bottle for decades. After his escape, Dream, also known as Morpheus, goes on a quest for his lost objects of power.",fantasy
nelisita," Adapted from two legends of the Nyaneka people in southeastern Angola. Set during a time of famine, and with only two families surviving, the film charts the struggle of Nelisita, a young man who confronts the spirits with help from animals and his friends.",fantasy
pirate101," A young, orphaned pirate is freed from the evil Armada's prison and escapes to Skull Island. There, they meet Captain Avery who gives them their first ship. After a while, the young pirate finds a piece of the legendary map to El Dorado, an ancient city of gold. But, the evil Armada also wants this map to conquer the Spiral and rebuild it, with no place for pirates! The Armada is a military made up of and lead by clockwork puppets, who's puppeteers lost control of them without knowing it. The Armada threatens the whole Spiral, and not to mention the young pirate's very way of life. It is up to you, the young pirate, to find the legendary map to El Dorado and defeat the Armada, once and for all.",fantasy
smaragdgrun," After the events of Sapphire Blue Gwen is heartbroken and confused about who she is and what the real powers of the Raven are. Not knowing who they can trust anymore, Gwen and Leslie try to figure out what nefarious plots the Count has up his sleeve with the help of a sassy gargoyle. Using her personal chronograph Gwen attempts to discover the tightly knit secrets the Lodge has been keeping. Will Gwen be able to turn to Gideon in her time of need or is her mistrust in him justified enough to separate them forever?",fantasy
forsaken," In a war-ravaged land, the people of Illyria, battered and afraid, turn their backs on their God Theos and cry out for one of their own to be king. One man rises up, a man torn between allegiance to Theos, or to himself. As the battle draws near, will he bow his knee to Theos, or will he risk his peoples' fate on the might of his sword?",fantasy
the immortal," The game begins with the player in control of an unnamed wizard. In the first room, the player is given the option of viewing the image of the character's mentor, another wizard named Mordamir. He is calling for help from deep below in the labyrinth, though he is attempting to communicate to another man named Dunric. The majority of the story is revealed through dream sequences triggered when the main character rests on straw beds placed throughout the labyrinth. It is eventually revealed that Mordamir is battling against a dragon at the Fountain of Youth. The plot of the game undergoes a twist when the main character finds Dunric having been trapped by Mordamir. In the end, the main character is forced to make a decision on whom to aid, the Dragon or Mordamir.",fantasy
sedmero krkavcu," The story of the film is based on the classical tale about seven naughty sons, whom their mother cursed in anger and thus turned into ravens. When their youngest sister grew up, she decides to find her brothers and to free them. However, she falls in love with a young Prince.",fantasy
pasaz," Michail Forman, a successful business manager, gets stuck in a traffic jam. The weather is lousy, his car breaks down and he forgot to buy a present for his 5th wedding anniversary. He jumps out of his car and finds some shelter in the entrance of a shopping mall. Attracted by a little girl he enters the mall, but once he's in, time and reality are no longer something to rely on...",fantasy
horde busters," It's hard out here for an Orc. And it's about to get harder, thanks to The Battleknights: a noble order dedicated to policing the realms and splitting the skulls of evildoers everywhere. Say a prayer to the Lord of Battles, because things are about to get messy.",fantasy
broken/perish," When a depressive young woman, Kab, hangs herself, she awakes along a creek bed just outside of town, where she is discovered by a roving gypsy. Unable to find happiness, she resorts again and again to suicide, but awakes again and again along the creek bed. With the help of her boyfriend, Path, and the gypsy, Jean, Kab tries to find a life of happiness. She will try to get it right.",fantasy
hansel & gretel," When a great famine covers the land, a loveless marriage leaves two children helpless against their parent's insanities. A father consumed by the memories of his dead ex-wife is instilled with incestuous thoughts of his growing daughter. A step-mother, resentful and cold due to her husband's lack of love and attention, uses these thoughts against him. Believing his obsession with his daughter is the last remaining trace of his ex-wife, the step-mother convinces him to cast his children into the forest to be forgotten. However, Hansel and Gretel become ensnared by a witch's magic. With Hansel in a cage, Gretel is their only salvation.",fantasy
har har mahadev," Mahadev Shivji intervenes to stop the warring Bhagwans Shri Brahma and Indra, a feud which started with their respective spouses. Since Shivji is unmarried, both convince him to get married to Devi Maa Sati, which he does. When Satiji's dad, Raja Daksh neglects to invite Shivji to a Yagna, Shivji gets offended resulting in Satiji committing herself to the Holy Fire, leaving Shivji to go into a deep meditation atop the Kailash Parvat. When a demon named Tarkasur starts to terrorize the Devas, and the only way he can be stopped is by a son sired by Shivji, the Devas convince Shivji to get married to Devi Maa Parvati, which he does, and a five-headed son, Kartikeye, is born, who soon slays Tarkasur. Wishing someone to look after her interest Parvatiji creates a son names him Ganesh, to stand guard at her doorstep. Ganeshji even refuses to let Shivji in, and is able to stand up against Brahmaji and Indraji themselves, until finally he is beheaded by Shivji. An enraged Parvatiji asks her husband to bring Ganeshji back to life, which he does albeit with the head of an elephant. Eventually Ganeshji gets married to Narad Muni's sisters, Riddhi and Siddhi, while Kartikeye remains single. Another demon, Mahisasur, terrorizes the Devas and is slain by Parvatiji. Shivji is pleased with Lankeshwar Ravan's devotion (by beheading himself nine times) makes him the most powerful human of all as well restores all ten of his heads. Shivji and Parvatiji face more challenges when Ravan decides to lift Kailash Parvat to prove that he is indeed the strongest human, and the enraged son of Mahisasur, Gajasur, incites Bhagwan Shri Hanuman to battle Ganeshji.",fantasy
the vervainya project," Due to financial hardships, The quiet town of Cravenwood is forced to make room for the mythical creatures of Vervainya. To try and make coexistence easier, an integration high school for humans and mythics has been established. But throwing teenagers, secrets, and drugs in the mix, it becomes a battle against time to either come together or fall apart.",fantasy
elverkongen," Young girl, Agnete, leaves her tedious life for a day, in search of the legendary Elf king, only to find her self being dragged into the kings kingdom. Here she learns about a shadow who have followed her on her quest. The story is build on actual sightings of the Elf king.",fantasy
cometo-san," A princess ( Miss Comet ) from planet Beta is sent to Earth due to her mischievous behavior so she can learn helping others and earn points so one day she can be sent back to her home planet. Despite she is a child in her planet, arriving to earth she is 18 years old. She stays with the Ishihara family, where she always get in trouble along with the two kids, since she is trying not so successfully to do good, she is still a playful girl at heart.",fantasy
glass books of the dream eaters," Roger Bascombe wishes to inform Celeste Temple that their engagement is forthwith terminated. But, Celeste, for all her lack of worldly experience, is determined to find out why her fiancé should have thrown her over so cruelly. Adopting a disguise, she follows her erstwhile lover to the forbidding Harschmort manor, where she discovers a world - by turns dizzyingly seductive and utterly shocking-she could never have imagined, and a conspiracy so terrifying as to be almost beyond belief.",fantasy
tales of graces f," After a terrible tragedy in his childhood, Asbel Lhant vowed to gain the strength to protect those closest to him and took up the training of a knight. Seven years later, another tragedy calls him home. As he reunites with old friends and new allies, he discovers that much has changed in seven years, and he and others have gained the use of a mysterious power. Meanwhile, a king that he befriended in childhood has begun to act in an odd and erratic manner. He and his friends, new and old, must stop this king before he drains away the life of the world, but their resolve is tested by bonds of friendship. The story's ""f"" arc takes the friends on a new adventure.",fantasy
brandish," Once there was a prosperous kingdom, which was protected by a tower, where a mighty dragon was living. The people of the kingdom were secure with such a guardian. But one man wanted the dragon's power for something else, and this man was the king. He went to the tower and tried to kill the dragon, in order to rob his power. But the dragon's fury turned the king into a horrible creature, a demon, and his evil essence made his entire kingdom sink deep under the earth. Many years have passed, and now you take control of a traveler named Varik. A young woman accuses him of killing her teacher, and in a desperate fight they both fall underground, to where the lost kingdom was buried. You must guide Varik through underground mazes and help him to escape the wrath of his adversary and the demonic inhabitants of the lost kingdom.",fantasy
"my necklace, myself"," Lacie is a shy, fifteen-year-old who finds herself a mess upon getting ready for her first date. As she tries to figure out what to wear and how to act, Lacie's mother presents her with a gift-a necklace that allows its wearer the chance to become anything they wish. So, with her best friend Serrin in tow, Lacie goes on a magical journey to find her true self. Will she find what she's looking for, or is her true self waiting for her in the mirror? Finding your true self is just a simple wish away...",fantasy
the great story: blue #3 dna print," Heaven & Earth are one and Our Blue planet is showing us the potential of its energy transforming every being's DNA. Water is the basic ingredient for that. Energy ports open, Teleporting and Telepathy is within every being - in this World of Light. We are ready & the universe show us its soul.",fantasy
fongaluli," Eccentric Professor Leviticus Wirtsus is obsessed with crossbreeding animals of different species. His research leads Wirtsus to discover a LSD-type substance called Fongaluli. The leaves of this substance cause Wirtsus' beloved lobster Shirly to transform into a beautiful human female. However, unless Shirly has a steady supply of Fongaluli leaves she will revert back to being a lobster. Wirtsus goes to a remote tropical island to find more Fongaluli leaves. During his travels Wirtsus encounters a libidinous female giant, a merry family of incest practicing freaks, a helpful sailor, and a fearsome jungle witch. While visiting a Caribbean Island, a scientist interested in interspecies breeding is introduced to a mysterious substance known to as the Fongaluli leaf. After a hallucinatory episode in which he envisions hybrid man-animals engaged in wild sex, he decides to feed the leaf to a lobster in the hopes of turning it on and crossbreeding with it. He is delighted to discover that the spiny crustacean turns into a nubile nude while under the drugs influence, but finds himself confronted by the fact the she must be provisioned with a steady fix in order to maintain her human form. Traveling far and wide in quest of the miraculous leaf, the scientist encounters a horny giantess, as well as a strange, isolated tribe that practices intra-familial sex. Meanwhile, his eight-legged sidekick referred to as Shirley in her human form uses each adventure to learn the myriad ways of love and human sexuality. Finally, while under the influence of the all-powerful Fongawitch, he escapes with Shirley from an orgy where he is being raped by a gang of wild sex fiends and is forced to make a choice: lose his crustaceous heartthrob to the sea or join her in the briny depths. A surprise ending brings this absurd fantasy to a delightful happy ending.",fantasy
kljucevi arkane," A weekly series, devoted to the fantasy and supernatural worlds of Tarot cards, clairvoyance, the mystic and the supernatural. Aired live on TV Belgrade's Channel 3 network, this was one of the first prime time series in Serbia devoted to these topics.",fantasy
the eternal: guardian of light," In ancient times, a powerful shaman encounters a parasitic being from another dimension seeking higher genetic forms to sustain it, living off of the soul of it's victim, it seeks to conquer all dimensions by the use of advanced dimensional technologies in modern times with the goal of bringing it's army from it's old dimension.. After killing his family and taking control of his brothers body, it travels through time to modern times. This shaman performs the ultimate ritual to become the powerful being known as ""Guardian of Light"". Now, The Eternal's Champion, he seeks to stop these beings from overwhelming all the dimensions. With his new powers he begins to track these creatures across time, knowing he will have to kill his brother to free his brother's soul. A shaman encounters a dimensional being who takes over his brothers body and kills his family while he is away. This shaman does a ceremony calling upon the God of Light, The Eternal, to transform him into the Guardian of Light, the hand of Light in the worlds of time. After transforming into this being he follows his brother through time to modern times, knowing he has to kill his brother to stop the Devian from devouring his soul. Devians are dimensional parasitic beings who feed on the souls of the bodies they inhabit. He finds himself in modern times and after saving a female reporter using his powers, the reporter takes him under her wing and helps him acclimate to the times. After partnering up with a local detective, he begins his search for his brother. Ending with epic twists that leave the audience gasping with for more. Based on the The Mind Rift Novel book one ""The Eternal: Guardian of Light"" and to be followed by The Mind Rift Novel book two ""The Morantian"".",fantasy
harry potter for kinect," Enter the magical world of Harry Potter like you've never seen it before. Join Harry on his quest to defeat Voldemort throughout iconic scenes from all seven films. Fight alongside (or against) your favorite characters as a custom witch or wizard, brew memorable potions in Snape's dungeon, care for Mandrakes, and much much more. Are you ready to start your adventure?",fantasy
within the shadow of the tree: dark dreams," A little character named The Small One must try and set a spell right that was cast by his adopted father, a powerful Wizard, who was once the protector of the land Marimdorph before he died. The Wise Wizard thinking he was protecting the land planted a seed that grew into a gigantic tree. He hoped it would continue to radiate his goodness and magic across the land. But The Wise One forgot about one thing though. The tree would cast a shadow and every day that the tree grew the shadow grew with it. And every day the shadow grew evil grew beneath the ground on which it was cast. Not knowing the full extent of his Fathers mistake the Small One embarks on a perilous journey in this now hostile world filled with all manner of evil. Along the way we see the Small One's friends who are loyal to his cause and understand that if they do not succeed in their mission to destroy Lord Akrifa and all his evil followers it could mean the end of Marimdorph.",fantasy
basatai: outside in," For millions of years, BaSatai have protected the Parrallel Divide, the gate between Earth and the supernatural world H-trae. If the divide breaks, supernatural chaos will erupt on Earth, the BaSatai will be unable to maintain balance and both worlds will fall. A blood curse now threatens the gate. Armani is the one born with the blood curse. She's remained hidden on earth since her birth. When her Guardian Karhl and BaSatai Warrior Rafael arrive to return her home, where she can be better protected, she is reminded of what she represents to them - death and sacrifice. The strong attraction Armani feels for Rafael complicates her rebellion against them and with her arch enemy determined to go after Rafael, Armani finds herself jealous despite wanting nothing to do with him. She can continue to pretend to be human or acknowledge the BaSatai within her but is she accepts her identity, everything will change. As supernaturals break down protective barriers on the hunt for her. She wants to remain with her adoptive father and pursue a safe human life while her animalistic BaSatai instincts need to be unleashed. An attack on Armani releases the scent of her spilled blood as an identifier and the threat deepens. When she is almost killed and Karhl becomes a fugitive that Armani snaps out of what she wants most and does what she needs to do - acknowledge her heritage. She races against time to save Karhl from judgment but how she finds him will change everything around.",fantasy
music of the spheres, Angela is on a quest to save her long lost sister. To accomplish her goal she needs to locate the pieces of a time-altering mystical weapon known as the Music of the Spheres in a world dictated by the teachings of the ancient philosopher Pythagoras. Time is running out too. Angela's journey has begun to open the gates between the worlds and if she's not quick an invasion of ancient mythic beings could destroy the balance in the multiverse forever. Music of the Spheres is an innovative fantasy series created by filmmaker Ruth Gregory and shot using a 360 degree camera; allowing viewers the ability to become active participants in the story. It is the first series to completely tell its story using 360 degree technology; blazing a new trail for motion picture storytelling.,fantasy
ze tian ji," Chen Chang Sheng was abandoned in a flowing river and plucked up by a Taoist monk. He's actually the fourth Prince of the Chen's Royal bloodline. He's plagued with an incurable illness, fated not to live past the age of 20. To find a cure, he leaves his temple, armed with a promise of marriage scroll, to become a student at a famous academy. He meets Xu You Rong and they slowly fall in love after hopping through the trials and tribulations of his journey.",fantasy
labakan," The Sultan awaits the arrival of his son, Prince Omar, who has brought up in a distant land. The master tailor and his assistances are making clothes for the prince. Labakan, the most gifted of his assistances, craves to be a Sovereign's heir. He steals the princely garments. Labakan poses as the Sultan's son. The Sultan trusts him but the prince's mother recognizes his son. The Sultan organizes a tailoring contest between the two pretenders. Labakan wins and this gives away his identity. However, in order to be sure, the Sultan orders them to choose between two boxes. One is inscribed with ""Honor and Courage"" and the other with ""Happiness and Wealth"". Labakan chooses the latter. He finds a needle and a pair of scissors inside... At this moment, Labakan awakes from his dream.",fantasy
planet ibsen," Planet Ibsen is about a tormented playwright who is forced to revisit his past while being trapped inside his archrival's most famous play. Planet Ibsen explores the rivalry between Norwegian playwright Henrik Ibsen and his Swedish counterpart August Strindberg. In Planet Ibsen, August Strindberg believes he is trapped inside Henrik Ibsen's A Dolls House and his only means of escape is to rewrite Ibsen's play, in the attempt to revise his life. Planet Ibsen, a surrealist film set in the Victorian era, speaks to a wide range of audiences by bringing family and marital relationships to the forefront. At its core, Planet Ibsen explores the choices we make in life and how our choices not only impact us but the one's we love. Thematically, the film explores the head-games we play in a relationship to rationalize our mistakes.",fantasy
isabells traum," London, New years eve 1947: The writer Isabell Atkins suffers from a serious creative crisis. No novel is more about, no short story, the words simply no longer flow. Her husband, her former best source of inspiration is, allegedly traveling for months because of his profession and can no longer inspire. Your therapist, and her best friend Richard can no longer help. As she drives away a weekend to relax and kick back, but it is raided at night and knocked unconscious. When she regains consciousness, she appears to be like in another world. It takes a while until she realizes that she is trapped in her own world, the book what she wanted to write last. Now she has with its main characters the difficult task - Rachel, Steve and Amy - to pass a dangerous adventure in which you have to deal with a drug dealer, and to convince them that all her life, all her experiences and memories are pure fiction and have never existed, to rediscover a way in her reality. But will she be able to return so readily?",fantasy
the quest chronicles," Four friends have spent their lives wasting it. Allowing various fears to control them. Always the role playing and never living their lives, until one day, they are granted their wish. Josh, the burnout accountant and pessimistic of the group is given the abilities of a wizard. Scott, the rich kid who cares about no one but himself is given the abilities of the thief. Curtis, the optimistic and carefree caring more about what people think is given the abilities of the paladin. And finally, Alex, Curtis' younger sister, controling and fearful of the world is given the abilities of the barbarian fighter. Granted by an unknown power they are forced to prove their worth, on a quest that will change their lives forever. Four friends have spent their lives wasting it. Allowing various fears to control them. Always the role playing and never living their lives, until one day, they are granted their wish. Josh, the burnout accountant and pessimistic of the group is given the abilities of a wizard. Scott, the rich kid who cares about no one but himself is given the abilities of the thief. Curtis, the optimistic and carefree caring more about what people think is given the abilities of the paladin. And finally, Alex, Curtis' younger sister, controlling and fearful of the world is given the abilities of the barbarian fighter. Granted by an unknown power they are forced to prove their worth, on a quest that will change their lives forever.",fantasy
queerft: queer factory tales," Twelve short films which defend subversive values in contemporary creation, and which aim at transgressing norms while contesting and deconstructing their power. The challenge of this politically uncorrect process: to represent the plurality of difference and the polymorphism of the identity mosaic by excluding all forms of censorship. The queer concept is, here, the expression of life itself as an artistic act.",fantasy
"kobblestone, the journey begins"," When a group of friends set out to play their favorite RPG game, they soon finds themselves in that fantasy world. Discovering the prophecy of the Kobblestone and pursued by evil Wizard, they must rescue the princess and get back to their world.",fantasy
rakshasa street," The drama adapted by Chen Xu's fantasy comic , tells the story of a guard tour. On the Zhen Hun Street, body and soul are coexistence, the Zhen Hun guardian Yanbing Cao met a girl Ling Xia who strayed into here. Then they start a thrilling tour to guard.",fantasy
gun of the black sun," A Nazi Luger Pistol from W.W.2 with dark and mystical powers re-emerges in modern day Bucharest and is taken to London. En-route it falls into the hands of a Media Mogul intent on using its power to bring the return of the Forth Reich through Technology and Music . In 1940 the Romanian Iron Guard places an ancient spell upon a golden Luger handgun ~ a gift to them from Himmler of the SS. Year's later in modern day Bucharest, Loredana Anescu finds the gun among her dying Grandfather's possessions. Long awaiting its re~emergence is Damian Lupescu, owner of Archangel Electronics, who has dreamed of using the power bestowed on the gun to restore fascism in Europe through the medium of modern technology. Knowing nothing of its dark and mystical past, Loredana unwittingly gives the Luger to Irishman Axel O'Rourke, a Nightclub owner who runs a cigarette smuggling operation from Bucharest to London. Lupescu learns that Loredana has found the Luger and goes after her to get it, she escapes with Axel into the country. Lupescu's henchmen catch up with them, taking Loredana and the Luger, leaving Axel for dead. On learning the legend of the Luger, Axel is urged to follow Lupescu to destroy it. Back in London Axel tracks down Lupescu to put and end to his fanatical plan.",fantasy
the gift," After surviving an accident in his ancestral home in North Wales, Davy Price starts receiving disturbing visions: glimpses of other peoples' thoughts. His father's desperate plans to save his family are worrying enough, but the thoughts of a mysterious bystander, Wolf, are downright terrifying.",fantasy
nani maa," A king looking for the map of a hidden treasure finds it in the back of a framed picture in grandmothers' home. Realizing that some unscrupulous people are also in search of the map, he tears it into two, giving one to her for safekeeping. She hides it in her old gramophone box, unaware that a dacoit is watching her. She gets kidnapped and her grandsons try to find her even as the king's wicked cousin hires a magician to find the location of the map. Will grandmother be rescued and does the treasure fall in the wrong hands? This magical ride through a wondrous land won multiple awards at the Moscow Film Festival, 1981.",fantasy
journey to the heart of the world," High in the mountains of Colombia where the Caribbean Sea meets the tropical rain forest a tribe of indigenous elders lives in seclusion. They are the original people of the earth and their job is to warn civilization when the Earth has reached it's Eco-tipping point. Seen through the eyes of teenage Chris, the Elders pass on their wisdom and Chris thru fantasy and action sequences earns the knowledge that can save he Earth from Eco-destruction. Adapted from a true story. The film is based on the second book by Author John Lundin, who's first book was written in collaboration with His Holiness The Dali Lama.",fantasy
twisting fate," There is an entity in this world greater than the power of the gods- Fate. Knowing this, the gods of Mount Olympus used their power to imprison Fate into a mortal body. However, Fate has cursed the arrogant the gods and had them trapped in mortal bodies, where they are doomed to repeat their mythstakes. Hayden Alexander Reyes, is the only one with the power to break the curse and free the gods. He can only do this by ""Twisting Fate.""",fantasy
aesop," When Roque, a formidable warrior heeds the message given him in a dream to seek a great boy-seer, Aesop, he is greeted only with a riddle once he meets the boy. Jaxon Fisher, a high-functioning autistic youngster, stars as Aesop in this fast-paced adventure that leads us through the perils of what could be a not too distant future . . .",fantasy
nudie cutie marathon," It's bouncing bosoms, jiggling bottoms, and overstuffed brassieres galore in this two-hour collection of stag films from the 1950s and 60s! As Hollywood productions become more and more sanitized, movie parlors with coin-operated ""peep"" machines catered increasingly to customers looking for something they couldn't see at their local theater. By the 1950s, the ""peep show"" traded exclusively in erotica. For the cost of their spare change, patrons could view short loops, or stag films, that featured voluptuous women in a variety of situations in which they inevitably ended up nude. Made on the cheap, the stars of these films remain mostly anonymous, even if their measurements do not. But there's no need for shame as we celebrate some of the most beautiful (and unknown) ladies of a bygone era with this marathon of feminine gorgeousness!",fantasy
londinium," In the year 2018 a story unfolds of a man who is down and out and lost in the underbelly of urban London. As he is bullied by a rich passer by, all is not what it seems as he foretells the mans imminent future which ends in his accidental death as he leaves. A young boy who holds his nerve in the unsettling crowd reaches out to this modern day tramp and takes him to a psychic who starts to realise the man is a spiritual person, perhaps the most spiritual man on Earth. The psychic reveals the man's history through a tarot card reading and begins with his birth in a squat where he is visited by 3 pearly kings and starts to see a remarkable resemblance to the most famous and oldest story in the world. Is this the 2nd coming, a day of revelation or just a normal day in Londinium.",fantasy
mushishi," Ginko, a Mushi-shi has always been attuned to the Mushi, creatures close to life itself and able to affect and alter their surroundings. He cannot stay in one place for too long so he wanders, helping the inhabitants of rural Japan understand the Mushi around them and how to coexist peacefully.",fantasy
prof tom foolery saves the planet!," Prof Thomas Foolery is desperate for fame and enters a competition to build a steam-powered tree cutting machine in 1876. It isn't until after his contraption is built that he realizes he created a monstrosity. His father urges him to come to his senses; his boyfriend leaves him. After he discovers his boyfriend shivering in the decimated forest, hooked on cocaine, he realizes how mistaken he's been. He destroys his contraption and agrees to sell his patent for a solar collecting device (that boils water) if the railroad stops distributing cocaine to its workers. In the end the railroad destroys the designs for the solar collector because it would destroy their lucrative fire wood business.",fantasy
ashwamedha: a royal stallion," Artificial genetic breeding of trans-human AVATAR Kings must end, as wars over a forbidden horse ritual threaten an ancient Kingdom. Blue-skinned twin- princes (Rama / Bharata) must carry forward the dying lineage of 'Sun-worshipping Kings'.",fantasy
bangis," A TV adaptation of the Carlo J. Caparas komiks novel 'Matatalim na Pangil sa Gubat,', Bangis, a giant but playful and gentle prehistoric creature who acts and feels human, may not be your usual best friend. But he will surely capture everyone's affection with his very humane nuances and care for his best buddy Eboy (BJ Go).",fantasy
babes with blades," On the dark streets of Draiga, a mining colony occupied by the Visray Empire, lives Azura, the last of a fearsome warrior race known as the Sarnians. After witnessing her once beautiful home world turn into a lifeless husk, Azura must fight to the death in the gladiatorial ring to stay alive. Meanwhile, a group of human freedom fighters form a resistance, seeking to try and protect their families from the oppressive and cruel rule of the Visray Section Commander Sorrentine. Unbeknownst to Azura, the fate of all humans on Draiga is about to rest in her hands. Can she survive long enough to save her colony?",fantasy
hitler," Nicknamed as ""Hitler"", Jailer Siddhanth Kumar Sharma is feared and respected at work as well as at home where he lives with his wife, a former lawyer, Sheila; younger brother, Amar; two younger sisters and his son. He would like Amar to find employment for himself on his merit rather than use his contacts, but Amar is unable to secure any employment. Then wealthy Daulatram insults Siddhanth, accuses him of using Amar as a ploy to fall in love with his daughter, Priya, so that the Sharma family can inherit his wealth. An angered Siddhanth confronts Amar, and is told that he has fallen in love with Priya and would like to marry her. Amar is angry with Daulatram and wants him to apologize to Siddhanth, an argument ensues between them, Amar grabs a knife and warns Daulatram. Shortly thereafter, the police arrest Amar for killing Daulatram. Siddhant disbelieves him, but Sheila decides to don her black gown and represent her brother-in-law, against the overwhelming evidence that has surfaced against him. It is now up to Sheila to not only defend Amar but also attempt to find out the reason behind Daulatram's death.",crime
target," Sanjubhai, Anky, Sattar, Swapnil and Pady along with three female friends go for a rave party at a farmhouse in the jungle, where a cop tries to arrest Swapnil for drugs possession. However all the friends escape in the jungle and then they see a child sacrifice being performed in the jungle and then chance upon another boy who is kidnapped. They rescue the boy but the kidnappers are after them will they survive in the jungle and get the bad guys into jail and solve the 'sacrifice' mystery.",crime
fraud squad tv: seasons 1 & 2," ""A fool and his money are soon parted."" That may have been true centuries ago, but today everyone from a retired grandmother to a hotshot CEO is in danger of getting ripped off. Fraud Squad is the great equalizer. Enlightening viewers on how to spot and avoid scams, this investigative series examines various types of fraud including telemarketing and home improvement scams, identity theft, pyramid schemes, mortgage cons, insurance swindles and charity rip-offs. Hosted by Tom Hnatiw and Lea Thompson, former Chief Consumer Correspondent for Dateline, Fraud Squad profiles both the swindlers and their unsuspecting victims, all the while educating viewers on how to stay a step ahead of the game.",crime
angels," Two friends, one a cop in Thailand, the other special forces, hunt down the murderer of the police officer's beautiful daughter. Suspenseful, tense and loaded with action. The two friends search the streets of Bangkok in this excellent, murder mystery.",crime
the investigators: evil eyes," This series looks at all sides of law enforcement, the winners the losers, and who is caught up in the middle of the process of getting and vetting justice. Various producers and actors cast a broad brush across The American Justice system.",crime
scandal: 15 minutes of fame," Three women, an asping actress, a reporter, and a lawyer, hatch a scheme to enrich each other. The actress will fake a sexual harassment charge against a politician and get a lot of publicity, the reporter will get the scoop, and the lawyer will get a reputation for defending the actress. The scam goes as planned, but things start to break down.",crime
odc [ordinary decent criminal]," The city is run by the Consortium, a globally unique grouping of three separate ethnic criminal organizations: the Sicilians, the Muslims and the Irish. Each has a clear division of ranks and powers and the Consortium has run the city without incident for more than five generations. Now the Russian mob have their sights on this place, Soviet ex-patriots from all across the Baltic, and they wield their desire with a violent iron fist. It couldn't be a better or worse time with the Consortium's recent upheaval in light of Cillian Lynch assuming control of the Irish mob from his late father. Making matters more complicated are Cillian's desires to make the East Bay Gang legitimate. Seizing the opportunity the Russian's begin piling bodies turning the Consortium against itself and putting Cillian to the ultimate test: power or family. In a desperate plea Cillian must come to terms with who he is in time to save the one's he loves. In a final reckoning the balance of power is forever changed and no one will get out unscathed.",crime
the imperfect sculpture," The Imperfect Sculpture is a classic and famous television artwork or television drama made in China, directed by Yangxinlei / X.L.Yang, firstly shown in Sep 2003, by Guangxi Satellite Television of China, to the global audiences. It is an absurd but reasonable and credible story, occurred in a small and common Culture Museum in Western China, besides call for protecting precious historical relics, which highlights and the importance of moral self-discipline in the age of market economy.",crime
death note fan-made film," From the director and maker of TWINS comes a story of an ordinary boy called Light (Cai Gausden) walking home from school and stumbles upon a note book that fell from the sky, but this was no ordinary note book, this one could kill people if you put their name into it and the book is called the Death Note. Light (Cai Gausden) uses it to clear the crime in the world but is hunted down by L (Ben Brady) to stop him once and for all.",crime
sledaki," Investigation Division (Sledaki) looks like ordinary police department... A whole bunch of unsolved cases, relations within the department are not easy... But as a result of team work, care and compassion to each other heroes overcome all the troubles and they together solve all the problems.",crime
joyonghi salgo shipeo," Dok-s looks up an old friend who has retired from a life of crime and who has started a family. However, he convinces his friend to help in one more jewelry heist. In the course of the robbery, he is captured by police, but vows revenge against Dok-sa as soon as the opportunity presents itself.",crime
placas," ""Placas"" is a one-hour cross between ""Cops"" and ""America's Most Wanted"", but in Spanish. Half the show is made up of real ride-alongs with cops and the other half is two ten minute re-enactments of real-life crimes, shot movie-style. Show aired on Telemundo 1996 to 1999.",crime
