title,description,genre
the legend of tarzan,"Kapitan Rom podstępem zwabia&nbsp;Lorda Greystoke do Konga. Na Czarnym Lądzie angielski dżentelmen powraca w przeszłość, by stać się postacią, którą niegdyś był, a także uratować ukochaną&nbsp;oraz pokonać starego wroga.",adventure
blast from the past,"Pan Webber, przekonany, że słyszy eksplozję bomby atomowej, schodzi z żoną do schronu, gdzie wkrótce rodzi się im syn. Po trzydziestu pięciu latach Adam wychodzi na powierzchnię, by uzupełnić zapasy i znaleźć sobie dziewczynę.",comedy
drunk parents,"Spłukani rodzice, po wysłaniu córki na studia, próbują ukryć stan finansów przed sąsiadami. Genialny plan wynajęcia domu nieobecnych sąsiadów nie idzie jednak tak jak powinien. ",comedy
cool runnings,"Historia jamajskiej drużyny bobslejowej, która uczestniczy w igrzyskach zimowych.&nbsp;",family
act of valor,Elitarna jednostka żołnierzy zostaje wysłana na tajną misję w celu odzyskania porwanej agentki CIA. ,war
my winnipeg,"Pragnąc zrekonstruować istotne wydarzenia z dzieciństwa, reżyser wraca do rodzinnego Winnipeg i zatrudnia aktorów, którzy odgrywają role członków jego rodziny. ",documentary
ssa-i-bo-geu-ji-man kwaen-chanh-a,"Young-goon trafia do szpitala psychiatrycznego, myśląc, że jest robotem.",drama
historie z yodok,Byli więźniowi północnokoreańskiego obozu koncentracyjnego Yodok przygotowują spektakl teatralny poświęcony życiu w niewoli.,documentary
kochaj i rob co chcesz,Niedoszły artysta muzyki poważnej postanawia zrobić karierę w branży disco-polo.,comedy
mechanic: resurrection,"Zabójca wykonuje niezwykle trudne zlecenia, aby uratować ukochaną. ",action
midsommar,Młoda para w czasie wakacji odwiedza odizolowaną od świata szwedzką wioskę. Wkrótce dowiaduje się o ekscentrycznych miejscowych tradycjach.,horror
paganini: the devils violinist,"Historia życia włoskiego skrzypka i kompozytora, Niccola Paganiniego, którego sława wzrosła na początku XIX wieku. ",biography
little nicky,"Diabeł wysyła syna na Ziemię, aby ten sprowadził swoich braci, którzy uciekli z piekła.",fantasy
inherent vice,"Los Angeles, rok 1970. U detektywa Larry'ego ""Doc"" Sportello pojawia się dawna ukochana z historią o porwaniu jej obecnego chłopaka miliardera. ",crime
hoffa,James Hoffa obejmuje prezesurę związku zawodowego kierowców ciężarówek. Po wielu latach pracy zostaje nagle oskarżony o sprzeniewierzenie związkowych funduszy.,biography
the incredible hulk,"Od czasu napromieniowania Bruce szuka antidotum, które pozwoli mu zachować ludzkie ciało. Na jego drodze staje amerykański generał i brytyjski superżołnierz.",action
becoming jane,"Biograficzny portret Jane Austen, która jako nieznana jeszcze pisarka wplątuje się w romans z młodym Irlandczykiem. ",biography
dolittle,"Dr Dolittle wyrusza na mityczną wyspę, by z pomocą zwierząt,&nbsp; zdobyć lekarstwo na chorobę królowej Anglii. ",family
mutant chronicles," Jest rok 2707. Zasoby naturalne ziemi wyczerpują się, a świat pogrążony jest w wojnie pomiędzy czterema Korporacjami: Kapitolem, Bahaus, Mishimą i Imperialem. Mitch... ",adventure
tomb raider,"Lara Croft wyrusza w swoją pierwszą ekspedycję, aby odnaleźć zaginionego ojca na niezbadanej wyspie u wybrzeży Japonii.",adventure
cleanskin,Ewan dostaje zlecenie rozpracowania siatki terrorystycznej.,crime
die unendliche geschichte,"Młody chłopiec wchodzi w posiadanie książki, która jest kluczem do świata fantazji.",family
liu lang di qiu,"Słońce w ciągu 20 lat zamieni się w czerwonego olbrzyma, co doprowadzi do unicestwienia Układu Słonecznego.&nbsp;Ludzkość przygotowuje się do podróży Ziemi do układu Alfa Centauri.",sci-fi
the machine,"Przyszłość. Trwa zimna wojna między Chinami a Wielką Brytania. Aby się bronić, Dr Vincent tworzy humanoida - robota-żołnierza.",thriller
the craft,"Nastoletnia Sarah przeprowadza się do małego miasteczka, w którym odkrywa, że pochodzi z rodu czarownic. ",fantasy
where eagles dare,"Trwa II wojna światowa. Grupa alianckich komandosów zostaje wysłana do Niemiec, by uratować uwięzionego amerykańskiego generała. ",war
"what happened, miss simone?","Dokument opowiada o wzlotach i upadkach amerykańskiej piosenkarki, Niny Simone.",biography
dragonball evolution,"Osiemnastoletni Goku wyrusza w podróż, by wraz z kompanami zebrać smocze kule i uratować świat przed złym Piccolo oraz demonem Oozaru.",fantasy
us,"Matka i ojciec spędzają czas z dziećmi w domku na plaży. Wkrótce ich spokój zakłócają nieproszeni goście, którzy nie mają dobrych intencji.",horror
i spit on your grave 2,"Kiedy młoda dziewczyna zostaje zgwałcona, decyduje się dokonać krwawej zemsty. ",thriller
arthur,"Przyzwyczajony do luksusu Arthur musi wybrać pomiędzy małżeństwem z rozsądku, dzięki któremu zachowa majątek, a prawdziwą miłością.",comedy
knights of badassdom,Grupa przyjaciół pasjonująca się grami typu&nbsp;LARP nieświadomie przywołuje demona z piekieł.,fantasy
final destination 3,"Przeczucie śmiertelnego wypadku na rollercoasterze ratuje licealistkę i jej grupę znajomych. Śmierć chce wyrównać rachunki na tych, którzy uciekli przed swoim przeznaczeniem. ",horror
pengabdi setan,"Po śmierci chorej matki pewną rodzinę zaczyna nawiedzać zjawa, łudząco przypominająca zmarłą kobietę.",horror
black sea,"Nieposkromiony kapitan okrętu podwodnego udaje się w morze, aby odnaleźć zagubione złoto. Powodzenie misji jest jednak niepewne z powodu chciwości szemranej załogi. ",adventure
the karate kid," Młody chłopak przeprowadza się z mamą do Chin. Początkowo jest zagubiony w nowym miejscu, lecz wkrótce poznaje samotnego dozorcę budynku. ",family
two mules for sister sara,Kowboj ratuje na pustyni niewiastę nękaną przez bandytów. Ocalona kobieta namawia go do walki z Francuzami u boku meksykańskich rewolucjonistów. ,western
they shall not grow old,Dokument stara się przywrócić głos wojennym weteranom i przypomnieć obraz pokolenia zmienionego raz na zawsze przez globalną wojnę.,documentary
spring breakdown,"Aby oderwać się od codziennych problemów, trzy kobiety wyjeżdżają na wakacje.",comedy
les aventures extraordinaires dadele blanc-sec,"Nielubiąca nudy reporterka Adele dzielnie stawia czoła niezwykłym wydarzeniom, które dzieją się wokół niej.",adventure
drogowka,"Historia siedmiu policjantów, których poza pracą łączy przyjaźń, imprezy, samochody i interesy. Wszystko się zmienia, gdy ginie jeden z nich.",crime
mr. peabody &amp; sherman,"Pan Peabody, najmądrzejszy pies na świecie, wychowuje swojego adoptowanego syna Shermana na grzecznego chłopca. Dzięki wehikułowi czasu przeżywają najróżniejsze przygody. ",animation
scary movie 3,"Cindy Campbell jest dziennikarką tropiącą zjawiska nadprzyrodzone. Postanawia zbadać zagadkę tajemniczej kasety, która sprowadza śmierć na każdego, kto ją obejrzy. ",comedy
diary of a wimpy kid: rodrick rules,"Greg Heffley rozpoczyna naukę w siódmej klasie. Tym razem to nie szkoła będzie dla niego utrapieniem, lecz własna rodzina.",family
aquamarine,Wyrzucona na brzeg syrena zakochuje się w młodym chłopcu.,family
dragon ball z: kyokugen battle!! sandai super saiya-jin," Na Ziemi pojawiają się nowe androidy stworzone przez złego doktora Gero - C-13, C-14 i C-15. Do walki z nimi stają Son Goku, Vegeta i jego syn z przyszłości Trunks. Gdy... ",adventure
the crow,"Erick i jego dziewczyna zostają zamordowani. Rok później mężczyzna powraca z zaświatów, aby przy pomocy kruka pomścić śmierć ukochanej.",fantasy
fanaa,Rehan stara się niewidomej Zooni ukazać piękno świata jednocześnie ukrywając przed nią swoją prawdziwą tożsamość.,musical
red dawn,Grupa nastolatków broni miasta przed inwazją żołnierzy z Korei Północnej.,action
venom,"Kiedy&nbsp;Eddie Brock zdobywa moce symbionta, zmuszony jest uwolnić swoje alter-ego ""Venoma"", by ratować własne życie.&nbsp;",action
highlander: endgame," Czwarta część popularnego cyklu opowiadającego o losach Connora MacLeod, nieśmiertelnego zmuszonego do wielowiekowej walki z innymi nieśmiertelnymi. Tym razem jego... ",fantasy
a midsummer nights dream," Ekranizacja sztuki Szekspira. Trwają przygotowania do ślubu toskańskiego księcia Tezeusza (David Strathairn) z Hipolitą (Sophie Marceau), której narzucona została wola... ",fantasy
prosta historia o morderstwie,Ginie policjant powiązany z przestępczym światem. Podejrzenie pada na jego syna. ,crime
the brothers grimm,"Początek XIX wieku. Kiedy bracia Grimm zostają zdemaskowani jako oszuści podający się za pogromców upiorów, zostają zmuszeni do rozwiązania zagadki znikających w zaczarowanym lesie dziewczynek.",fantasy
instant family,Małżeństwo decyduje się na powiększenie rodziny poprzez adopcję trojga dzieci.,comedy
dr. t and the women,"Żona znanego ginekologa trafia do szpitala psychiatrycznego, a on sam popada w konflikt z córkami. Mężczyzna postanawia uciec od problemów i nawiązuje romans.",drama
ida,"Przed złożeniem ślubów zakonnych Anna zgodnie z zaleceniem matki przełożonej odwiedza swoją ciotkę. Razem ruszają w podróż, która pomoże im obu odkryć, kim są. ",drama
deep water,"Zamożny mężczyzna, który pozwala żonie mieć romanse, aby uniknąć rozwodu, staje się głównym podejrzanym o zniknięcie jej kochanków.",thriller
sky high,Will rozpoczyna naukę w szkole dla superbohaterów. Z powodu nieprzejawiania żadnych mocy trafia do najsłabszej klasy.,family
die groe stille," Dokument Philipa Gröninga jest pierwszym filmem przedstawiającym życie w Wielkiej Kartuzji, głównym klasztorze zakonu kartuzów we Francji. Film jest bardzo oszczędny w... ",documentary
the tinder swindler,"Podając się za bogatego potentata diamentów, uwodził kobiety w sieci, a następnie wyłudzał od nich miliony dolarów. Teraz niektóre ofiary planują zemstę. ",documentary
kret,"Paweł rozkręca wraz z ojcem wspólny interes. Wszystko&nbsp;układa się pomyślnie do momentu, kiedy powstaje artykuł godzący w dobre&nbsp;imię rodziny.",thriller
triumph des willens,"Propagandowy dokument opowiadający o&nbsp;szóstym zjeździe NSDAP w Norymberdze, który odbył się jesienią 1934 roku.",documentary
christmas inheritance,By odziedziczyć spadek i przejąć rodzinną firmę Ellen musi osobiście dostarczyć przesyłkę do swojego rodzinnego miasta.,romance
gotham city sirens,"Trzy najbardziej znane przestępczynie w mieście Gotham - Harley Quinn, Kobieta-Kot i Trujący Bluszcz - łączą swoje siły, aby wykonać niebezpieczną misję.",action
mississippi burning,Agenci FBI prowadzą śledztwo dotyczące morderstwa trzech młodych członków ruchu na rzecz ochrony praw człowieka. ,drama
sonata,"To oparta na faktach poruszająca historia Grzegorza Płonki, u którego dopiero w wieku 14 lat stwierdzono niedosłuch, a nie jak wcześniej zakładano – autyzm. Późna, prawidłowa diagnoza pozwoliła odkryć talent muzyczny chłopca",biography
limmortale,Ciro zostaje postrzelony w klatkę piersiową przez swojego jedynego prawdziwego przyjaciela i tonie w ciemnych wodach Zatoki Neapolitańskiej.,drama
hairspray," ""The Corny Collins Show"" to zdecydowanie ulubiony program muzyczny dwóch przyjaciółek z podwórka, Tracy i Penny. Kiedy w programie najnowsze tańce prezentuje elitarna... ",music
io,Nastolatka i jedna z ostatnich ocalałych na Ziemi podejmuje rozpaczliwą próbę uratowania zatrutej planety.,sci-fi
the transporter,Frank Martin pracuje jako kurier dla organizacji przestępczych. Podczas transportu kolejnej przesyłki wplątuje się w niebezpieczną intrygę. ,action
dapres une histoire vraie,"Sławna pisarka poznaje swą uroczą wielbicielkę, z którą szybko się zaprzyjaźnia.",thriller
dead again,"Detektyw Mike Church poszukuje zaginionych osób. Wkrótce otrzymuje zlecenie, by odkryć tożsamość kobiety, która nie pamięta kim jest.",thriller
the chronicles of narnia: the voyage of the dawn treader,"Edmund i Łucja Pevensie powracają do Narnii, lecz tym razem towarzyszy im kuzyn Eustachy. Dzieci spotykają się z Kaspianem, który płynie na poszukiwanie siedmiu zaginionych baronów. ",family
sakasama no patema,"Patema jest księżniczką podziemnego świata, która z zamiłowaniem odkrywa nowe tunele. Ciekawość prowadzi ją do zakazanej strefy.",sci-fi
poniedzialek,Maniek podejmuje się ściągnięcia długów dla właściciela bankrutującej cukrowni. W sukurs przychodzą mu przyjaciele - Dawid i Romek. ,thriller
paranorman,"Norman potrafi rozmawiać ze zmarłymi, ale nikt mu nie wierzy. Mimo tego jego niezwykłe umiejętności uchronią miasteczko przez klątwą sprzed kilkuset lat.",animation
fair game," Film „Fair Game” to dramat oparty na biografii Valerie Plame Wilson (Naomi Watts), byłej tajnej agentki CIA. W lipcu 2003 roku mąż Valerie, ambasador Joseph Wilson, na... ",biography
outlander,Statek kosmiczny Kainana rozbija się na terenach opanowanych przez wikingów. Z katastrofy cało oprócz młodego wojownika wychodzi również niebezpieczna bestia. ,adventure
trading places,"Dwaj przypadkowi ludzie, padając ofiarą intrygi znudzonych bogaczy, układają plan wyrafinowanej zemsty.",comedy
max steel,"Zwyczajny szesnastolatek odkrywa, że jego ciało wytwarza bardzo silną energię. Wkrótce jako Max Steel dostaje zadanie uratowania Ziemi. ",adventure
the smurfs,"Smerfy, uciekając przed Gargamelem, przenoszą się do Nowego Jorku.&nbsp;",family
the perverts guide to cinema,Dokument przedstawia postać słoweńskiego filozofa Slavoja Žižka oraz jego psychoanalityczne rozważania na temat wielu klasycznych filmów.,documentary
belle et sebastien,"Alpejska wioska, rok 1943. Kiedy bezpański pies zabija owce, lokalny chłopiec postanawia ochronić zwierzaka przed zemstą mieszkańców. ",family
take the lead,Pierre Dulane daje bezpłatne lekcje tańca towarzyskiego trudnej młodzieży&nbsp;ze szkoły publicznej. Niechętni nastolatkowie z czasem zmieniają zdanie na temat nowych zajęć.,drama
the game plan," Joe Kingman jest wielką gwiazdą amerykańskiego footballu. Jego życie jest usłane wiecznymi imprezami i sukcesami. Bajecznie bogaty, uwielbiany przez wszystkich pewnego... ",family
virunga,"Park Narodowy Wirunga jest domem dla goryli górskich. Działacze i eksperci przyrody kierują wszystkie wysiłki, aby ratować zagrożone zwierzęta.",documentary
finding dory,"Zapominalska morska rybka Dory udaje się w podróż do Kalifornii, by odnaleźć utraconą rodzinę. ",animation
"they shoot horses, dont they?",Ofiary kryzysu finansowego tańczą w maratońskim konkursie tanecznym. Główną nagrodą jest duża suma pieniędzy. ,drama
le petit nicolas,"Mikołajek podejrzewa narodziny młodszego braciszka. W obawie przed porzuceniem, postanawia opracować plan pozbycia się niemowlaka.",family
raging bull,"Życiorys Jake'a La Motty, zawodowego mistrza wagi średniej w boksie, który na ringu odznaczał się wyjątkową brutalnością i wolą walki. ",biography
the dogs of war,"Brytyjski koncern organizuje w afrykańskim państwie przewrót wojskowy, aby przejąć wydobycie bogatych złóż mineralnych. Wykorzystuje do tego ekipę najemników.",thriller
the flash,W wyniku niezwykłego zdarzenia Barry Allen zyskuje zdolność przemieszczania się z niezwykłą szybkością i pod pseudonimem staje na straży Central City. ,action
jez jerzy,"Hedonistyczny jeż Jerzy walczy o swoją reputację, gdy w okolicy pojawia się klon stworzony przez tajemniczego profesora. ",comedy
excalibur,Artur zostaje królem Brytanii i staje na czele Rycerzy Okrągłego Stołu. Intrygi przeciwko nowemu władcy knuje jego własna siostra Morgana.,fantasy
u2 3d,Dokument przedstawia irlandzką grupę muzyczną U2 podczas serii koncertów w Ameryce Południowej. ,documentary
the commuter,"Historia agenta ubezpieczeniowego, który podróżuje codziennie pociągiem do pracy. Pewnego dnia zostaje wciągnięty w kryminalną intrygę przez jedną pasażerkę pociągu.",thriller
neuromancer," Case jest utalentowanym hakerem, który większość swego czasu spędza w cyberprzestrzeni. Za odpowiednie pieniądze gotów jest wykraść najlepiej strzeżony sekret i popełni... ",sci-fi
my octopus teacher,"Historia nietypowej przyjaźni pewnego filmowca i&nbsp;ośmiornicy zamieszkującej południowoafrykański las wodorostów, która zdradza mu tajemnice tego świata.",documentary
fire down below,"Agent ochrony środowiska bada sprawę śmierci przyjaciela, powiązanej z firmą nielegalnie składującą toksyczne odpady.",thriller
this is it,"Dokument ukazuje przygotowania Michaela Jacksona do serii pięćdziesięciu koncertów, które miały odbyć się w Londynie.",documentary
largo winch,"Młody miliarder staje do walki, by ocalić swoje życie oraz finansowe imperium zbudowane przez jego ojca.",adventure
sunshine,Grupa kosmonautów musi dostarczyć na Słońce ładunek jądrowy.,sci-fi
grand piano,"Po kilkuletniej przerwie utalentowany pianista, Tom Selznick, pojawia się na długo oczekiwanym koncercie chicagowskim. Tuż przed występem odnajduje tajemniczą wiadomość w zeszycie z nutami.",thriller
the golden compass,"Posiadaczka złotego kompasu - Lyra z pomocą Lorda Asriela, pancernego niedźwiedzia i grupki sprzymierzeńców stara się pokrzyżować diaboliczne plany Pani Coulter.",fantasy
the mysterious geographic explorations of jasper morello," Bohaterem filmu jest nawigator na dziwnym, niepowtarzalnym statku. Jest to obywatel niezwykłego miasta, dotkniętego nieznaną epidemią dziesiątkującą mieszkańców. W... ",sci-fi
the last stand,Narkotykowy boss ucieka z konwoju i zmierza wprost ku granicy Meksyku. Jednak na drodze do upragnionej wolności staje szeryf oraz grupa jego niedoświadczonych zastępców.,action
the wild,"Gdy lwiątko zostaje zabrane z zoo, jego ojciec oraz przyjaciele ruszają mu na pomoc.",animation
the tale of despereaux,"Mała myszka o nienaturalnie wielkich uszach mieszka w zamku, z upodobaniem czyta książki i pragnie zostać rycerzem.",animation
youth without youth," Bukareszt, 1938 rok. Nad miastem szaleje burza. W pewnego starszego człowieka uderza piorun. To profesor Dominik Matei. Udaje mu się przeżyć. Co więcej, mężczyzna... ",fantasy
greenland,Rodzina walczy o przetrwanie w obliczu katastrofalnej klęski żywiołowej.,thriller
the 40 year-old virgin,Nieśmiałemu 40-letniemu prawiczkowi wpada w oko samotna matka. Koledzy z pracy postanawiają pomóc mu ją poderwać. ,comedy
darkest hour,Winston Churchill zostaje premierem Wielkiej Brytanii. Jego pierwszym zadaniem jest zjednoczenie narodu w obliczu groźby inwazji nazistowskich Niemiec.,biography
the last witch hunter,Współczesny Nowy Jork. Ostatni łowca czarownic staje do walki przeciwko wiedźmom. ,fantasy
bad boy,"Właściciel klubu piłkarskiego nie cofa się przed niczym, by&nbsp;zbudować drużynę mistrzów. Na szokujące skutki jego działań nie trzeba długo czekać.",thriller
vsetko alebo nic,Dwóch przystojnych mężczyzn walczy o serce pięknej dziewczyny. ,comedy
arme riddere,"Czworo przyjaciół wygrywa zawrotną kwotę w zakładach piłkarskich. Nie mają jednak zamiaru dzielić się po równo, kolejni wspólnicy zaczynają więc znikać.",action
raise your voice,Dziewczyna z małego miasteczka wyrusza na podbój prestiżowej szkoły muzycznej w Los Angeles.,romance
space jam: a new legacy,LeBron James i drużyna animków muszą pokonać w meczu koszykówki złośliwą sztuczną inteligencję. Stawką pojedynku są losy świata. ,animation
freddys dead: the final nightmare,"John trafia do szpitala psychiatrycznego, gdzie poznaje dr Maggie, która ma podobne sny co on.",horror
garfield: a tail of two kitties,"Garfield wyrusza wraz z Jonem w podróż do Wielkiej Brytanii, gdzie omyłkowo zostaje wzięty za spadkobiercę ogromnego majątku. ",family
the sun is also a star,"Ona i on, pochodzący z zupełnie różnych środowisk, zakochują się w sobie, ale mają tylko jeden dzień. Nazajutrz dziewczyna zostanie deportowana. ",romance
are we there yet?," Gdy Nick (Ice Cube) zakochuje się w Suzanne (Nia Long), która jest samotną matką, początkowo nie przejmuje się tym, co myślą o nim jej dzieci. Poza tym Suzanne uważa, że... ",family
tu veux ou tu veux pas,"Lambert, seksoholik starający się zerwać z nałogiem, zatrudnia wiecznie niezaspokojoną nimfomankę.",comedy
kiss &amp; cry,Obiecująca łyżwiarka figurowa przygotowuje się do udziału w olimpiadzie. Wkrótce u nastolatki zostaje zdiagnozowany rzadki przypadek złośliwego guza. ,romance
tango," W skąpo umeblowanym pokoju w rytmie tanga pojawiają się kolejno postacie - fetysze Rybczyńskiego: chłopczyk z piłką, para miłosna, starsza pani, pies, pijak, sportowiec,... ",short
just married,Świeżo poślubieni Tom i Sarah udają się w podróż poślubną. Ich tropem wyrusza były chłopak dziewczyny.,comedy
liar liar,"Wzięty adwokat jest notorycznym kłamcą zaniedbującym rodzinę. W dniu urodzin jego synek wypowiada życzenie, aby ojciec przestał kłamać na 24 godziny. ",comedy
when we first met,"Noah otrzymuje szansę powrotu do przeszłości, aby zdobyć wymarzoną dziewczynę. ",comedy
hotel transylvania,Hrabia Drakula i jego 118-letnia córka prowadzą hotel w Transylwanii. Przyjaźń dziewczynki z ludzkim chłopcem wpędza rodzinę w kłopoty.,animation
walesa. czlowiek z nadziei,"Historia Lecha Wałęsy, który razem z ""Solidarnością"" walczył o Polskę wolną od komunizmu.",biography
harry potter and the chamber of secrets,Uczniom i nauczycielom słynnej szkoły magii grozi niebezpieczeństwo. Tylko młody czarodziej Harry może przywrócić dawny porządek. ,family
the blood of heroes,Po wojnie atomowej rozrywkę stanowi brutalny sport przypominający amerykański futbol. Drużyna Juggerów stawia wyzwanie mistrzowi ligi.,adventure
nicholas nickleby,"Nicholas Nickleby po śmierci ojca musi zapewnić byt matce i siostrze. Zwraca się o pomoc do stryja Ralfa, który choć załatwia mu posadę nauczyciela, nie ma względem bratanka dobrych zamiarów.",adventure
only god forgives,Gangster chce się zemścić na poruczniku policji za&nbsp;śmierć swojego brata.,crime
naboer,John nawiązuje nietypową relację z dwiema atrakcyjnymi sąsiadkami. ,thriller
ach spij kochanie,Młody milicjant mierzy się z zagadką morderstw w okolicach Krakowa. Podejrzenia padają na szanowanego obywatela - Mazurkiewicza.,crime
free solo,"Alex Honnold jako pierwszy człowiek na świecie podejmuje próbę samotnej wspinaczki, bez żadnych zabezpieczeń na ścianę El Capitan w Parku Narodowym Yosemite.",documentary
dr. no,James Bond musi przeszkodzić Doktorowi No w zniszczeniu programu kosmicznego USA. ,thriller
from hell,"Londyn, rok 1888. Inspektor Frederick Abberline prowadzi śledztwo w sprawie Kuby Rozpruwacza.",crime
spenser confidential,Były policjant prowadzi śledztwo w sprawie zabójstwa kolegów. Pomagają mu&nbsp; eks-dziewczyna i zawodnik MMA. ,crime
veronica,"Madryt, 1991 rok. Nastolatka po zabawie z planszą ouija odkrywa, że wokół niej zaczynają się dziać dziwne rzeczy.",horror
historia roja,"Rok 1945. Mieczysław ""Rój"" Dziemieszkiewicz staje do walki o wolną ojczyznę. ",war
spider-man 3,"Kostium Spider-Mana łączy się z substancją z kosmosu i zmienia kolor na czarny. Nowy strój daje Parkerowi olbrzymią siłę, ale też odkrywa mroczną stronę jego osobowości.",action
largo winch ii,Młody miliarder postanawia walczyć o swoje dobre imię. ,thriller
haxan,"Dokument pokazuje ewolucję czarownictwa, od jego pogańskich korzeni do pomieszania z histerią w Europie Wschodniej.",documentary
toy story,"W świecie zabawek Andy'ego, których niekwestionowanym liderem był dotychczas kowboj Chudy, pojawia się nowa zabawka - astronauta Buzz.",animation
mile 22,Agent elitarnej jednostki CIA otrzymuje zadanie przejęcia ważnego informatora i przewiezienia go przez 22 mile niebezpiecznego terytorium. ,action
nosferatu: phantom der nacht,Jonathan otrzymuje od hrabiego Draculi list z prośbą o rychły przyjazd do Transylwanii. Tymczasem jego żona ma złe przeczucia. ,horror
ladyhawke,"Zawistny biskup Aquili rzuca klątwę na Isabeau i jej ukochanego, kapitana Navarre'a. Parze próbuje pomóc złodziej uratowany przez rycerza.",fantasy
seraphim falls,"Rok 1868, kilka lat po zakończeniu wojny secesyjnej. Były pułkownik armii konfederackiej Carver ściga kapitana Gideona, na którym chce się zemścić za krzywdę z przeszłości. ",western
the mist,Adaptacja opowiadania Stephena Kinga. W gęstej i nieprzeniknionej mgle na ludzi zaczynają polować tajemnicze istoty.,horror
i am not your negro,Historia rasizmu w USA na podstawie morderstw trzech znanych Afroamerykanów.,documentary
more than honey,"Reżyser Markus Imhoof, podróżując z kamerą po całym świecie, filmuje tereny, na których zamieszkują pszczoły, i pokazuje ich życie. ",documentary
they live,"Samotny wędrowiec odkrywa, że światem rządzą istoty przypominające trupy, które można rozpoznać za pomocą specjalnych okularów.",sci-fi
janis: little girl blue,Dokument opowiadający o dzieciństwie Janis Joplin naznaczonym bolesnym odrzuceniem i poczuciem niedopasowania. Przywołuje też czasy rozkwitu kariery piosenkarki.,biography
race to witch mountain,Taksówkarz z Las Vegas pomaga dwójce pasażerów obdarzonych paranormalnymi zdolnościami w odkryciu sekretu tajemniczej góry. ,adventure
the big country,"Zwaśnione rody walczą ze sobą o przejęcie kontroli nad ranczem, gdzie znajduje się jedyny wodopój w okolicy. ",western
lassie,"Z powodu kłopotów finansowych rodzina Carracloughów&nbsp;sprzedaje suczkę Lassie. Jednakże pies zaczyna tęsknić za swoim ukochanym właścicielem Joem, którego próbuje odnaleźć. ",family
tron,"Haker zostaje przeniesiony do wnętrza systemu komputerowego i zmuszony, by walczyć o życie. Jego jedyną nadzieją jest program Tron. ",adventure
odd thomas,Adaptacja powieści Deana R. Koontza. Obdarzony darem jasnowidzenia Odd mierzy się z mrocznymi siłami.,fantasy
it must be heaven,"Głównym bohaterem filmu jest sam reżyser. Mężczyzna szuka swojego miejsca na ziemi na Bliskim Wschodzie, w Paryżu i Nowym Jorku.",comedy
sleepless,"Vincent Downs jest dobrym gliną pracującym pod przykrywką w świecie pełnym mafiosów i gangsterów. Gdy jego syn zostaje porwany, będzie zmuszony wejść głębiej w nieprzyjazne sobie środowisko, by go odnaleźć, a winnych postawić przed sądem.",thriller
jumper,"Młody chłopak odkrywa, że posiada nadnaturalne zdolności - może siłą woli przenosić się w dowolne miejsce na świecie.",adventure
tous les matins du monde,"Samotny ojciec, mistrz gry na violi da gamba, poświęca się muzyce i wychowaniu córek. Wkrótce po Francji zaczynają krążyć legendy o jego umiejętnościach.",biography
luccello dalle piume di cristallo," Pierwszy film Dario Argento, którego akcja rozgrywa się w Rzymie. Młody amerykański pisarz, Sam (Tony Musante), jest świadkiem próby morderstwa młodej kobiety. Wydarzenie... ",crime
the texas chainsaw massacre,"Po niemal 50 latach w ukryciu Leatherface powraca, aby terroryzować grupę młodych idealistów, którzy przypadkiem zakłócają spokój jego starannie chronionego świata w sennym teksańskim miasteczku.",horror
young guns,"Kiedy z rąk rewolwerowca ginie stary farmer, który udzielił schronienia młodym bandytom, chłopcy postanawiają go pomścić. ",western
seung-ri-ho,"Rok 2092. Goniąc za&nbsp;kosmicznymi śmieciami i&nbsp;odległymi marzeniami, czwórka outsiderów odkrywa horrendalne sekrety podczas próby sprzedaży wielkookiego humanoida.",sci-fi
mars attacks!,Ziemię otaczają latające spodki Marsjan. Pojawienie się kosmitów wpłynie na każdego: od prezydenta Stanów Zjednoczonych po nieśmiałego nastolatka i jego babcię.,sci-fi
i.t.,"Zamożny biznesmen chroni swoją rodzinę przed psychopatą, który nęka jego bliskich.",crime
the day the earth stood still,"W stolicy USA ląduje kosmita, który pragnie spotkać się ze wszystkimi przywódcami błękitnej planety. Splot wydarzeń powoduje, iż przybysz zamieszkuje u ziemskiej rodziny.",sci-fi
mighty aphrodite,"Nowojorska para decyduje się na adopcję dziecka. Gdy wyrasta ono na nieprzeciętnie inteligentnego chłopca, mężczyzna zaczyna marzyć, by poznać jego biologiczną matkę.",fantasy
nightcrawler,"Szukający desperacko pracy Lou Bloom wpada na pomysł, by filmować nocne wypadki i zbrodnie, po czym sprzedawać materiały lokalnej telewizji. ",drama
oblawa,"II wojna światowa. Kapral Wydra, żołnierz partyzanckiego oddziału, zmaga się nie tylko z Niemcami i polskimi zdrajcami, ale także z własną przeszłością.",thriller
mindhunters,Uczestnicy szkolenia z kryminalistyki walczą o życie na opuszczonej wyspie. ,crime
hang em high,Omyłkowo wzięty za przestępcę Jed Cooper zostaje skazany na śmierć. Mężczyzna cudem unika kary i zamierza wymierzyć sprawiedliwość swoim niedoszłym katom. ,western
rogue one: a star wars story,"Młoda rebeliantka Jyn Erso i jej towarzysze otrzymują niezwykłe niebezpieczne zadanie, polegające na kradzieży planów nowej broni budowanej przez Imperium Galaktyczne.",adventure
inland empire,"Aktorka przejmuję osobowość swojej postaci w filmie. Z czasem świat, w którym żyje, staję się przerażający i surrealistyczny.",fantasy
