title,description,genre
dengi," USSR. 1978. Extraordinarily gifted engineer, the passionate inventor Alexey Barannikov was exiled from Moscow because of political reasons, doomed for a miserable life of a driver in a deep province. But as an educated one - he became a personal driver for a young Mikail Gorbachev. Two years the best Soviet anti-counterfeiters detective and KGB special agent desperately tried to catch ""the international gang"" or ""NATO spy saboteurs."" They were suspecting those hypothetical ""high-end equipped professionals"" in the attempt of destabilization of the Soviet economy before the Olympic games by the endless flood of fake money that were made better than real. But the mysterious genius always was a step ahead. Since the beginning, Alexey Barannicov was a personal driver of his persecutors.",crime
american greed diagnosis: blood money," Dr. Farid Fata purposely misdiagnosed his patients so he could order more expensive treatments and invasive tests without concern for their health. After collecting millions of dollars from fraudulent claims to Medicare and private insurance companies, Dr. Fata was finally caught when his office manager George Karadsheh uncovered his crimes and decided to become a whistleblower.",crime
ein mann unter verdacht," Anja Altmann disappears after a birthday party. When the police ring husband Thomas' doorbell, family attorney and friend Lavinia Bertok manage to dispel any suspicions. But soon Thomas is arrested. While the Altmann family start hurling accusations and recriminations at each other, Anja allegedly surfaces in Spain, raising a strange suspicion against Lavinia.",crime
glamour girl," Sapna Aggarwal lives a middle-class life in Delhi with her parents. She leaves home to re-locate to Bombay to purse a career as a Bollywood actress. She meets with several film producers, most want to either make her their mistress or have a sexual relationship with her. She starts to attend movie shoots and that's where she meets with photographer Sunil Verma, falls in love with him, and moves in with him in his apartment, much to the chagrin of her parents who refuse to have to do anything with her. Through Sunil she meets Film Producer, Saxena, who offers to sign her as a leading lady with Bollywood leading man, Karan, which Sapna accepts. Shortly thereafter Sunil telephones Bandra Police Station and informs Inspector Tyagi that Sapna has killed herself. Inspector Tyagi and the Police Commissioner arrive to investigate, find the dead body, as well as a suicide note indicating that Sapna was pregnant, was depressed, and had killed herself. The Police refuse to believe this, start their investigation and question a number of suspects including Ranjeet Hiranand, who had attempted to molest Sapna; Saxena who wanted a sexual relationship with her; Karan who wanted her to get intimate with him; Karan's Agent, Bindoo, who wanted Sapna to sleep with Financer, Kishan; Sunil Verma himself; Actress Kalpana who felt threatened that Sapna was going to take over her place with Karan and other film projects; Dolly, a Prostitute, who is now trying to make it big in Bollywood. The question remains will the Police make any headway or will they be forced to close this file as a 'suicide death'.",crime
gold licks," Few weeks have passed since the successful heist was pulled off by the three individuals, (one of which is keeping the loot safe for the other two till the heat dies). When the other two turn up to collect their share, the main protagonist claims he can't recall anything about the heist as he's suffering from first stage of dementia. Is he really suffering from memory loss or is it all an elaborate plan to keep the loot for himself.",crime
proyecto interpol mexico," Valentina, Director of International Affairs for Interpol Mexico decides to lay low when her career has taken her close to retirement. Secretary of State calls her up with a secret mission to save Mexico's image towards the world, on how other nations view Mexico as an escape goat for European criminals. She is given no choice but to accept the offer. Valentina's passive political-office career could turn into an crime-chase, action filled roller coaster ride full of betrayal that not only puts her career at risk, but everything she's ever believed in.",crime
the killing kind," Jack, a hapless drifter with a penchant for card playing, is released from jail and returns to town to pay off an old debt. He is reunited with Tuesday, a desperate widow with a secret. Tuesday sees Jack's arrival as an escape from the clutches of Frank, a smalltime gangster. But loyalties are put to the test and more than one person ends up dead.",crime
le dernier gang," From smalltime hoodlums in the tough Belleville neighborhood to headline-grabbing robbers of the swankiest banks in Paris, for Simon and his gang, the only way was up. Capable of emptying a series of vaults from under the noses of the police, who can only marvel at the gangs quiet audacity, how long will this bunch of inseparable friends be able to avoid a bloody shootout, stand the boredom of exile in the sun, and keep romance in their lives while still on the run?",crime
the book of manson," Charles Manson, claiming to be the Second Coming, leads his young followers down the path of sex and murder in this bizarre homage by renowned artist Raymond Pettibon.",crime
girl 17," The Secret Anti-Terrorist Unit designed by The United States Government to track and take down terrorists, and their sponsors residing in the homeland. Prince Omari is a terrorist funder who goes online to get a girl to have a good time with, and he got ""Girl 17."" Who is ""Girl 17?""",crime
dos lagos," Dos Lagos (Two Lakes) tells the story of three different families that inhabit an old Hacienda in Mexico in different times (1944,1975 and 2016). Besides living in the same house they all share the presence of a young girls spirit who disappeared mysteriously in 1944.",crime
os tarados," In 1953, the boy Lauro witnesses from the wardrobe where he is hidden, his mother Teresa being raped and accidentally murdered by Ferreira. In the present days (1983), Lauro abducts Ferreira's daughter Miriam to revenge the death of his mother with the intention of killing Miriam. Meanwhile, a gang led by Careca abducts Lídia, the daughter of the businessman Mr. Lopes, with the intention of obtaining the payment of a large amount of ransom. However, one of the criminals rapes Lídia in a hotel room on the eighth floor of a low-budget hotel and the woman commits suicide, jumping off through the window. Lauro switches Lidia's identity by Miriam's. Mr. Lopes raises the amount to release his daughter while Ferreira hires gangsters to seek out his daughter. The criminals chase Careca's gang by mistake believing that they have kidnapped Miriam. Meanwhile, Lauro and Miriam fall in love with each other.",crime
the hidden way," Two ex-jailbirds join up with a con man. After saving a farm girl's life, they are rewarded with lodging by her widowed mother. The older man and the con man devise a plan to swindle the generous lady by convincing her that a valuable mineral spring exists on her land.",crime
phantom noir," After spending the past 60 years in limbo as a wandering soul PD Jimmy Havlock is sent back to the world of the living. On arrival he faces with an old enemy and sets on a course for redemption. However, a lot has changed since he departed and blending in won't be so easy.",crime
gospodin nikoy," A ravishing double agent Emil leaves for a large Western city where he joins the staff of a spy group operating against Bulgaria. Here he meets the elderly Mladenov. With his help, Emil gets an editorial job in a Bulgarian-language magazine. Dimov heads the spy center. Kralev is his deputy. Kralev wants to become a chief and tries to eliminate those who stand in his way. Emil is among them. Lida, Mladenov's daughter has defected from Bulgaria. Disillusioned, she asks Emil to help her to return. He helps her to hide in a small provincial town. Kralev forces him to give away the address. Emil goes to Lida's hotel, but before he arrives here, Kralev blocks his way. Emil makes short work of him. Together with Lida, they hire a speedboat, which rushes them to a Bulgarian ship.",crime
vennori: murdered - soul suspect," Ronan O'Connor is killed by a brutal and relentless killer. Ronan returns as a ghost, and will not rest in peace until he solves his own murder by using his ghostly powers. Along the way to finding his killer, Ronan is also helped by Joy, a girl who not only witnessed Ronan's death, but can also see and speak to ghosts (including Ronan.)",crime
noyade interdite," Molinat is assigned to the case of a man found with a bullet in his ear on the shore of a little Atlantic coast resort he knows well. Indeed, he used to live there before his wife disappeared at sea, never to be found again. As the ocean rejects a new corpse everyday, the mystery thickens and the list of potential suspects grows longer. This slows Molinat's progress as much as the cumbersome Leroyer, sent in to spy on him and hopefully impede his progress. The tension mounts and the ring involving the three young ladies in the grey mansion, the village idiot and the real estate agent starts spinning out of control.",crime
big bang kiss," Three Yugoslav partners-in-crime connect in Amsterdam to execute the final stage of a deal, but as the undertaking fails, their unity crumbles. Retreating to the hideout set-up by their mysterious boss Mr. Marinkovich, Branko and Zeka are puzzled by the incongruous appearance of American actress",crime
red card," When Mordecai a hard hitting striker for AC Milan gets accused of taking bribes and setting up a ""Red Card"" penalty that turns the tide of a Fifa finals match we learn two things. One is never underestimate the corruption in football and the depths that it goes to. Two is never underestimate a man disrespected And torn away from his livelihood and his lives greatest passion. Mordecai hell bent on proving his innocence will do so at any costs and no one will stop him.",crime
die fabrikanten," After the deadly car accident of his parents the son Louis Maillard is trying to maintain their seriously indebted watch factory. Many people come running to profit from his situation, at the end he is forced to merge with the big factory of his wily uncle Otmar Nef.",crime
the bishop," ""This is a story about urban life, struggles of faith, incarceration and salvation. A teenage Billy Jr. abandons his Christian roots; leaves his church affiliation and forfeits High School. A 1970's crime family is lead by its principal teacher, Fast, diligently looking for a young protégé to learn the ropes. Bayview San Francisco city life is full of pimps, hustlers and rival dope dealers headed towards an explosion of crack cocaine in the 1980's. Based on a true story, The Bishop emerges as a testimony of triumph over sin.""",crime
reprisal," A scrupulously honest prosecutor is blackballed by the district attorney after exposing high level corruption within his own office. Although his reputation is beyond reproach, his career as a prosecutor is over. With limited options, he accepts a job with a flamboyant defense attorney who recruits him to unwittingly become the perfect 'front man' for a prison drug smuggling operation. In too deep to walk away once he discovers the truth, he must turn the tables on the cartel to save himself and his family.",crime
shehaweh," Au début de la colonie en Nouvelle-France, la jeune Amérindienne Shehaweh est enlevée par des guerriers Ouendats. Des Blancs viennent ŕ son secours et la confient ŕ Marguerite Bourgeoys qui la baptise et entreprend son éducation. Devenue jeune femme, elle est déportée en France par le marquis de Tracy et présentée ŕ la cour de Louis XIV. Aprčs avoir désobéi ŕ sa protectrice, elle est enfermée ŕ la Pitié-Salpętričre. Quelques années plus tard, elle revient en Nouvelle-France en tant que fille du roy et se voit forcée de se marier. Aprčs deux ans de mariage, elle quitte son mari et tente de convaincre Frontenac de lui permettre de retourner parmi les siens.",crime
fifteen," David in twenty two, a film editor. He is well educated, his family are rich and he's bored. Then he meets Sean... the changes to his life are irreversible. He is drawn into a cocaine fueled underworld of crime, violence and murder. David must stop the horrific chain of events before his world is destroyed. But has his path already been preordained by the disturbed and dangerous Mr. Allen?",crime
fick-le," At the top of his singing career, R&B artist Jamaal has it all, cars, homes, jewelry and plenty of women knocking at his door. Jamaal's has spent a year on the road touring and tonight, he wraps up with a much anticipated concert in the City of Brotherly Love Philadelphia. However, loving fans are not the only ones interested in Jamaal, when after he learns he has been named the prime suspect of a heinous crime. In the midst of corruption, greed and a hunger for 15 minutes of fame, Jamaal is fighting for his reputation, career and perhaps his life.",crime
hustle in full, A young King Pin strives to create an empire of corruption and regain his respect. While dealing with the revenge of his former right hand dealer from setting him up on a drop. He faces the consequences of his drug trade falling before him.,crime
misto zlocinu plzen," Crime series in six parts, following the work of the Plzen (Pilsen) murder squad. Each murder is full of mysteries, and the investigators' focus is on a number of suspects. But the exposition of the real perpetrator is always very surprising. Just as unusual are the environments in which the mysterious murders have been committed. Suspense, mystery and fright mingle, making the investigators work at full stretch.",crime
tianjin mysteries perpetrator," Tianjin Mysteries Perpetrator is the third movie of the saga ""Tianjin Mysteries"". Produced for CCTV6, this saga tells the story of investigations in the Police station of Tianjin city (China) in the fifties. In this movie, the police team investigate into the murder of a movie star. Over the lead of secretary Wilson (Head of police station), the investigation is managed by Liuzhiyuan and her detectives Zhao Kuiyong, Xao Magan and Wang Pangzi.",crime
balkan inc.," Based on the novels ""Bijela Jutra"" (White Mornings) and ""Marsevski korak"" (March Step) by Robert Naprta, who is also the writer of TV Series ""Balkan Inc."". led by All Star Cast. The main character is a cop who browses trough the streets and city's underground where he finds himself in a series of unsolved murders, drugs, smugglers, corrupt government officials, sex, hookers and blackmail. His Name is Marko Prilika - called Cens (Chance). Even though he's a cop, he's no stranger in a world of cocaine use and hookers.",crime
trio," Three people in the cab of an 18-wheeler: Alexei the driver, his partner Nikolai, and Marina, a prostitute they picked up on their way. Or so it seems... In fact, all three are police detectives. Their task: to uncover a gang that has been robbing long-haul trucks.",crime
justice takes place," After serving ten years in prison, Frank Willard gets out on Parole and immediately goes after the one, whom he suspects put him there, Riley Samuel, A Christian young adult, who back then was in the wrong place at the wrong time. Suspicious that he's being followed, Riley calls his brother Tyler who's a cop and his friend Billy for help, though with the way things are running, his help may show up too late.",crime
wax: a denver crime story," Neil and his two friends are ex-criminals trying to better their lives. With the legalization of Marijuana, Neil finds a legitimate way for he and his crew to make a living in a newly legalized industry, that they already understand. It turns out to be more difficult than they thought when they are betrayed by their business partner, and find themselves trapped in a plot of multi layered corruption, that goes deeper than any of them imagined.",crime
bracelets, An elderly jeweler is victimized by con artists pretending to be the Russian royal family. He sets out to turn the tables on the criminals and earn a reward that will give him enough to buy a pair of silver bracelets for his wife for their 25th wedding anniversary.,crime
le mort," The Corpse tells the sordid tale of three brothers, odious and blind money-grabbers who murdered a young peasant for the tidy sum he had won in the lottery. An ageing whore discovers their secret and treacherously sets up between the two murderers a rivalry for her affections. They finish up each killing the other, whilst the idiot brother scatters to the four winds their ill-gotten gains.",crime
red river," The Violent Crimes Unit has been in search of a serial killer for the past three years. Led by veteran detectives Miller and Caine the case has been one of the most difficult ones of their careers even affecting one of the partners personally. On the night of Senator Elect Arthur Thomas' election, Hope, one of his campaign members disappears. As the newly elected Senator prepares to take his seat in the Senate allegations start to arise regarding Hope and the young Senator. Detectives Miller and Caine are assigned to the high profile case as the evidence points towards an older case they have been working on.",crime
"goodnight, charlene"," Goodnight, Charlene is a crime fiction/ thriller set in a Far West Texas border town. A local mechanic is in the fight of his life when his two-timing wife and her boyfriend hatch a plot with the town's corrupt mayor and local law to murder him for profit.",crime
lilium," When law student Lily O'Brien's father is found killed as the latest in a series of murders, she and garda James Buckley are determined to find the killer. But the more they find out, the more they begin not only to question the killer's morality, but their own.",crime
driven," After spending 4 years in school studying to be a lawyer Nathan Williams turns up in Memphis, Tennessee to search for his brother and ends up assuming the identity of a federal agent. With exceptional combat training and a more direct form of justice, the young agent is more than a match for existing terrorist, Victor Montgomery.",crime
burning daylight," Part I depicts the lives of two low-life thieves enjoying a post-heist euphoria and the subtle, ever-spreading rivalry. Part II depicts the mind game between a manipulative, wealthy woman and a seemingly inane, poor thief. Part III depicts the duel between a millionaire with a heinous past and the elegant masterminds of the Wall Street game.",crime
drum," The film is set in a dreamlike atmosphere, the characters do not have names, locations and streets neither. Tehran is the only character whose name is constantly mentioned. The main character is an ordinary lawyer who works and lives alone in an apartment. A cold and rainy day, a man broke into his home, held a brief and disorganized speech , and entrusts him a package.",crime
zakhmi kunku," Nageshwar Patil is a self proclaimed king, of a village that he terrorizes, and is feared by all. In the village live a happy couple, Namdev and his wife Durgabai. They are always there for the people who need their help. However, their blissful existence is suddenly brought to a halt when Nageshwar eyes a piece of land owned by Namdev. Namdev is subsequently killed leaving behind a distraught widow Durgabai. Fear of invoking Nageshwar's wrath; the villagers turn a deaf ear to her cries. Alone, devastated and unable to forgive the brutal killing of her husband, Durga now seeks vengeance. Like a wounded tigress, Durga sets out looking for Nageshwar armed with a rifle in one hand as she vows to avenge the killing of her soul-mate.",crime
zharkiy noyabr," Police Captain Filan is sent to assume command of the District Office of a port city on the Black Sea. There is evidence that the port authority and the local government are under the control of a criminal organization, and Captain Filan has been given the secret assignment of investigating the suspected corruption. Within days of Captain Filan's arrival, the Chief of Customs, Graube, is murdered. It is clear to Captain Filan that this was a warning to him, and he decides that it is now not just an assignment, but a mission of personal honor to both find the murderer and to uncover the inner workings of the corruption in the local government. Captain Filan is joined by Graube's widow, Vika, and the two begin a shrewd and intense investigation, which will lead them down a path with many twists and turns, as they uncover a series of clues that they hope will lead them to the leader of the underground criminal organization that controls the city.",crime
lozh vo spaseniye," Young investigator Oleg finds connection between the strange deaths that had taken place in the city recently, and suspects in the murders a local banker Rusakov. But soon he finds out that Rusakov is supported by very powerful people. Oleg doesn't drop out his investigation - and his life becomes a mess. His best friend is murdered. Oleg is suspended from the case - it will be investigated by Polina, who is clearly associated with criminals. Oleg's family is also in trouble: his beloved wife Irina thinks that he is cheating on her. And her son Deniska who suffers seizures of partial muteness after trauma, retires into his shell. Later Oleg gets arrested for the murder of Irina's ex husband. And even Irina is not sure in his innocence. Soon after his lawyer is found dead. Irina realizes that Oleg was framed and that his life is in danger. So she makes a desperate step: she confesses to the murder of her ex so that Oleg gets released. By that time Oleg escapes from prison. And criminals start hunting for Irina, who had found the evidence against them. Oleg finds out that cause of all the troubles from the beginning has been close and enjoyed his confidence. At the last moment the hero saves his family. Having gone through fire and water, he and his wife will find each other again and will learn to appreciate their love.",crime
party police: wild on the water 2, Columbus Day weekend is like no other in Miami's Biscayne Bay. Thousands of boats converge in crystal blue waters for a four day bacchanal the likes of which most mortals have never seen. Keeping the peace is a handful of brave officers in patrol boats. The show chronicles their efforts to maintain order amidst a sea of misbehavior.,crime
washington field, Washington Field is about an elite team within the FBI called the National Capital Response Squad that travels the globe in response to events that concern U.S. national interests.,crime
d-dag - niels-henning," Niels-Henning has agreed to help Carl with a bank robbery. He is the expert on explosives. But funnily enough he has bad nerves, and they blur up his vision when he gets nervous. And he has forgotten his pills. He also has some problems with the friend that he asked to fix his tools and explosives. Will the explosion succeed? This is one of the four movies that was recorded new years eve around midnight and send out at the same time 1/1 2000 as D-dag (2000) (TV) so that you could edit your own version.",crime
den magiska cirkeln," Salaligan was a group of Swedish young men, active 1930-1936, guilty of several murders and robberies. The leader was the charismatic Sigvard Nilsson-Thurneman. A wayward, confabulating hypnotist and criminal mind. Salaligans actions was shockingly brutal and clearly meaningless. They killed randomly, for petty cash, celebrating a fabricated cause. Per Berglunds film opens with a quote from the Norwegian writer Aksel Sandemose. ""I do not accuse man, I accuse the system which can not educate man to do otherwise than the inadequately and the wicked."" The director Per Berglund and the producer Stefan Jarl are anxious to insist that the film is not a documentary of Salaligan. Instead the film emphasis's the small towns narrow-mindedness and the psychological and social processes that enables a criminal phenomenon like Salaligan to occur in such a place. Den magiska cirkeln is a good example of a politically accurate Swedish film of the 70's.",crime
the hollow waltz," In a city filled with corruption and greed, a sorted array of characters lead this tale through a corrupt New England city. Everyone is trying to survive another few days despite their dwindling luck. Revenge, backstabbing, and riches make for a good time in Frog Hollow. Rated R for language and violent behavior.",crime
tianjin mysteries affair," Tianjin Mysteries Affair is the fourth movie of the saga ""Tianjin Mysteries"". Produced for CCTV6, this saga tells the story of investigations in the Police station of Tianjin city (China) in the fifties. In this movie, the police team arrest three drug traffickers. Among them, the well known ""Big Scar"" who escape from prison and is purchased by the team. Over the lead of secretary Wilson (Head of the police), the investigation is managed by Liuzhiyuan and her detectives Zhao Kuiyong, Xao Magan and Wang Pangzi.",crime
fbi criminal files," True crimes are stranger than fiction. The allure of money, power and greed is all too consuming for some who will turn to psychotic tendencies in order to fulfill their insatiable addiction to the thrill; but it's the crimes that you don't hear about that are the most fascinating. This 2 DVD collection of riveting tales of corruption and murder, based on real life events, will have you looking at your neighbors and friends in a whole new way because everyday people are capable of horrors you never suspected. Cocaine Wars: A successful, hardworking defense lawyer looks the part of a model citizen but in truth is involved with a major drug distribution network. He gives the impression that he is a man on the move while living a secret life of depravity and excess. When a territory dispute develops, Charles finds himself behind the eight ball in a battle for his life, as he's better off dead to his former cohorts. Inside the Mind of a Psycho: When a young model, anxious to break into the fashion industry, arrives at her first photo shoot, she arrives at the secluded location and realizes that something's very wrong and her life will never be the same. A terrifying story based on real life events that will shock you to the core. Enter a world of grime and sleaze as the horrifying events of perversion and depravity unfold.",crime
broadway after midnight," To protect her brother, a nightclub entertainer Queenie Morgan marries a gangster. She bears a resemblance to a society girl who has gotten involved with the underworld and wound up shooting her gangster boyfriend, and the gang forces Queenie to impersonate the woman in order to extort money from her wealthy parents. Unfortunately the society girl is killed by the gang, and the police arrest Queenie for the murders of both the society girl and her boyfriend.",crime
the blind game," A Blind Game is often considered an act of gallantry. Some people are also blinded by the lust of power and money. And those who possess them always feel at the top of the world. They become semi-Gods. And for many, they become ideals. Guddu Bhai is one such example. He is sought after by Politicians for campaigning to win the elections. He and his team is on cloud nine. Under the influence of liquor and power, they often pick-up girls to satiate their libido and ego. But in one such incidents, their rape victim turns out to be Jeetu's sister. Jeetu, one of the team mates, admires and worships Guddu Bhai, their leader. What happens to them after this is rather more shocking and sensational.",crime
weatherman 69," A strange spoof in the worst taste imaginable, renowned artist Raymond Pettibon studies the interpersonal relationships among a group of urban middle-class terrorists in the early Seventies.",crime
gold mountain," A series of brutal murders lead a pair of Asian American police officers down a deadly path in San Francisco's Chinatown. As a gangland threatens to erupt between an established Chinese crime family and the Russian mafia, Detectives Chin and Okada try to solve the mystery of the notorious ""China Doll"" killer.",crime
lady law," Her client is innocent. Washington, D.C. criminal defense attorney Lori Booker is convinced former police detective Tony Saldana was not a public nuisance and did not resist arrest and assault police officers as currently charged. More than that, Booker plans to prove Saldana was framed for his earlier conviction and imprisonment for accepting bribes. To prove Saldana's innocence, Booker must first gain his trust. What demons plague this formerly well respected martial arts expert who refused to carry a gun during his fifteen years on the police force? What circumstances led to the brutal murder of his partner a murder for which some suspect he is responsible? In order to defend Saldana, Booker must convince him not to give up on himself as well as the legal system he defended for so many years. With the help of her wisecracking gay assistant, Dennis Weston , and her retired father, Judge Frank Booker who can never resist an intriguing case, Booker sets out to prove the prosecutor's office had ulterior motives for wanting Tony Saldana behind bars. Saldana returns to the painful past of his childhood to uncover the reasons for his wrongful conviction, and must confront the ghost of his partner to prove his innocence and regain the respect of his fellow police officers. For Booker, Saldana's fight for justice becomes her quest to uncover corrupt city officials.",crime
methodology, How many roles can an actor play before he loses his own identity? Washed-up Academy Award Nominated actor Jordan Mitchell Thompson sits on the edge of his own sanity. He hasn't worked in a decade and doesn't know how he's going to pay this month's rent. His luck changes when Director John Bett offers him the opportunity of a lifetime to play the serial killer lead in his next big studio film. Is Jordan's grasp on reality strong enough to control the script's character or will his dark inner voice take control ?,crime
doss house," An escaped convict is on the loose, and the police are searching all the doss-houses in the hopes of finding him there. A young journalist is sent by his editor to assist in the search with the aim of reporting on any interesting stories he may find among those seeking shelter that night in the local doss-house, and is eager to help with the arrest. Among the characters they encounter are a man who claims to have got away with murder, and an alcoholic former concert pianist.",crime
noc klaviristy," Senior project engineer Kratina is known to be a very capable man. His colleagues have a feeling that his dealings may not always be legal but since they all profit from the bribes, they back Kratina. Kratina's machinations with loft flats and small family houses provide a high living standard for him and his young wife Ivanka. But then Kratina's frauds are uncovered by a man who blackmails the engineer over the phone and asks for money in exchange for keeping silent about what he knows. In the evening, Kratina deposits the bribe money following the blackmailer's instructions, and then hides in his car parked not far from there, waiting with a rifle in his hand. Instead of the blackmailer, he shoots Jirka, the young son-in-law of the cloakroom woman Helena from the near-by wine bar. Her friend, an old pianist Tuma cannot understand the murder and begins his own private investigation.",crime
le veilleur," A serial killer and a young and naive night porter of a run down rendezvous hotel clash over the loot of a robbery. When the latter hides the money, he tries to outwit them all. But you should not try to play games with a serial killer, especially not when he wears a police uniform.",crime
devon mein dev shanidev," The movie is religious but the underlying theme is based on scientific bio-terrorism and the message that religion might help even in cases of bio-terrorism by sheer will power as also the fact that religion might be misused by people who created the bio terror in the first place. Paralysis strikes a young man, the son of a family whose every business venture fails.",crime
scam," A group of scam artists reassemble after a short hiatus to steal already stolen identifications from a notorious criminal. Led by an ""ex"" police officer, they executes their mission only to discover that he was undercover throughout, in an attempt to bring down the killer of his gun-downed partner.",crime
deep dark web," Michael, thirty five, never meant to be a drug dealer, It just came along. Once he had a drug problem but now he's a loner drifting to an unknown destination. His personal life is torn between his volatile ex girlfriend whose re entered his life and a painter whose about to leave it. His actions drag him into the center of a Dublin gang feud. As his world collapses, he questions whether his luck has finally run out. The destination is love.",crime
mannen som alla ville morda," A brutal businessman, Vilhelm Gerner, triggers a stock speculation by providing false information. Two of his partners, Smith and Grĺ, get ruined and therefore Smith commit suicide. Later, Gerner is found shot by his own gun. The police suspects at least seven persons. Most of them admits murdering Gerner. A reconstruction is staged in the presence of all the suspects.",crime
high school noir," A sleuth hounding the truth for his high school newspaper... A bully with a heart of gold, constantly manipulated by forces outside of his control... An outcast with a mean left hook, made a pariah for being a girl with too many rough edges... Their stories intertwine and align inside MSGR. O'Mallory High School. A place where teens take their problems way too seriously.",crime
torso: the evelyn dick story," The 1946/1947 murder trial of young and beautiful Evelyn Dick remains the most lurid murder case in Canadian history. After children find only the torso of her missing husband, John, Evelyn is arrested for his murder. The head and limbs had been sawed from his body and evidence that they had been burned in the furnace of her home (she and her adolescent daughter shared with her parents) later surfaced. (There is some weird twist involving her parents and a supposed baby boy that she gave up for adoption some 3 years prior to the murder.) After she was sentenced to hang, lawyer J.J. Robinette appealed her case, and won an eventual acquittal. But, when police are tipped-off by her father, the decayed remains of Evelyn's baby boy encased in cement under the floor boards of her home are found. Although she is acquitted of the murder of her husband, she is sentenced to 11 years in prison for the murder of her infant son. No one was ever convicted of the murder of John Dick. Evelyn was released from prison in 1958. After her release, her whereabouts were never known or at least never reported or published.",crime
carnivorous love," Fear, desperation, and crime. Omnivoral City is full of death and chaos. But in a city this dark, how can you separate the psychopaths from the lunatics? A girl named Fizzy falls in love with the mysterious vigilante Sprout, the two women swearing a vow of justice against killers and sadists. Meanwhile a serial killer known as the Fly Trapper returns to the city from a haunting past. Detectives Pepper and Detective Neuman are on the trail, leading them to a shocking discovery. Then there's Nugget. Nugget want candy!",crime
a fine line," New Jersey, 2006. Chance (David Arkema) is a driver for his drug-dealing Uncle Marty (Neil Levine). Marty's old friend, Steven Salanger (Nick Mervosh), is coming from the West planning to sell new merchandise on the East coast. Chance's brother-in-law, George (Ryan Castro), is getting out of prison and staying with him and his wife until he gets a job. These two seemingly unrelated events soon cause trouble for Chance and his Uncle which then leads to the matter of who can be trusted.",crime
kdo prichazi pred pulnoci," The accountants at a agricultural cooperative near Prague have completed the calculation of wages. The driver with the cashier are leaving for a bank in Prague to withdraw the cash amounting to over one million crowns. On returning back, an oncoming heavy truck appears, crashing into their car. The injured men cannot defend themselves, and the whole cash is stolen from them.",crime
shady lane," The story of a woman Janice Porter and her four children, who unknowingly move into a long time corrupted area of south central Los Angeles, CA. When Janice and the children hear the screams and gunshots from just out side their front window, a quick peek out to assess the situation makes the family witnesses to a crime that will change the course of their lives forever. During their struggle to survive their hellish environment, it is revealed to them just who's responsible for the crimes being committed. Under attack and pegged as snitches Janice and her children fall prey to the corrupt police force, city council man and the pastor of a prominent church. Fighting to stay alive Janice watches her eldest son Marcus kill two of the men attacking the family and takes the blame landing her in prison for manslaughter, as the corrupt officials continue trafficking drugs through out the area. Meanwhile a young Marcus Porter grows up during his mothers prison term to avenge the night of his families' horrific experiences, by joining the Los Angeles Police departments internal affairs team, Marcus brings down the officers responsible for destroying his families lives.",crime
untitled tom phillips project," A Veteran Marine returns home to his Bronx neighborhood only to be thrust into an underground fight club and drug syndicate controlled by a powerful organized crime boss. As he battles PTSD, demons from the past and neighborhood friends and loyalties, Franny Malloy finds himself in a fight to save his life and put an end to a past that continues to haunt him.",crime
kradljivac uspomena," Approximately a month before the death of the first Croatian president and in the wake of parliamentary elections in December 1999, a diplomat from the Croatian embassy in Paris is reported missing. He is a doctor of French literature who returned from Canada in 1991. Gawain Skok, who took part in the War for Independence and defended Vukovar, starts a search.",crime
the quality of life," Popular Vancouver Mayor, Dominic Da Vinci, is hosting a Canadian mayor's conference. One of the attendees is Toronto Mayor Tom Drood. Despite being considered a political lightweight (or in reality because of it), Drood is being supported by Charles and Katherine Greenborne - newspaper moguls - as a candidate for the next federal election; they tout Drood as potential Prime Ministerial material. The support of the Greenbornes, as people who control the media, is powerful. They throw a shindig for Drood, the party where they hope to get public endorsement by Da Vinci for Drood's candidacy. Following the official party, the Greenbornes - with Drood and the Greenborne's drug addict nephew, Earl, in attendance - host a more private affair complete with drugs and sex show. The next morning, Anna Navarez, one of the domestics at the party and post-party, is found dead in her bedroom in the basement of her employer, Phyllis Whiting, a friend of the Greenborne's. With what circumstantial knowledge he has at hand, Da Vinci smells a cover-up on the Greenborne's part both about the fact of the post-party and Navarez's death. In addition, key potential witness Drood suddenly leaves town; Earl is a person unknown to the investigators; and evidence conveniently shows up implicating Navarez's former boyfriend, who was also working as a domestic at the party. Da Vinci wants to help in the investigation but he has to tread a fine line due to his public persona as a popular politician, one who has a possible eye on the Premiership.",crime
death row: a history of capital punishment in america," Retold with commentary from leading criminal and sociology experts, the 6-part documentary series takes a comprehensive look at America's most controversial punishment: 'The Death Penalty'. The death penalty in the United States is as old as the country itself, with roots to the original European settlements. Capital punishment has been a controversial practice ever since the beginning of the American society. We're given an in-depth look at the questionable sentence of death within the judicial system; An inside look at the origins of America's capital punishment laws, the methods of execution, and the faces of evil who have received the death sentence including Ted Bundy, Timothy McVeigh, and John Wayne Gacy; And get a glimpse into the prison cells and lives of those who await their fate on Death Row.",crime
boefje," Twelve year old Jan Grovers spends more time in the alleys of Rotterdam than with his family (though he occasionally looks after his tree younger sisters, all of whom are called Mientje). Together with his best friend and partner in crime Pietje Puk he plans to travel to America to get rich. When a local clergyman takes pity on the boy and tries to teach him good manners, Boefje at first rebels. However, once he is sent to a strict boarding school, he takes an interest in music, specifically the pipe organ.",crime
